Line #,Key,en Version,ka Translation
96,ka.activerecord.errors.messages.published_visual_missing_fields,is required when the visual is published.,"სავალდებულოა, როდესაც ვიზუალი გამოქვეყნდება."
97,ka.activerecord.errors.messages.contact_missing_fields,can't be blank.,არ დატოვოთ ცარიელი
98,ka.activerecord.errors.messages.send_data_missing_fields,can't be blank.,არ დატოვოთ ცარიელი
99,ka.activerecord.errors.messages.submit_visual_missing_fields,can't be blank.,არ დატოვოთ ცარიელი
100,ka.activerecord.errors.messages.required_field,is a required field.,სავალდებულოა
101,ka.activerecord.errors.messages.already_exists,already exists in the database.,უკვე არსებობს მონაცემთა ბაზაში
102,ka.activemodel.errors.models.message.attributes.email.invalid,Please provide an Email Address,ელ.ფოსტის მისამართი არ უნდა იყოს ცარიელი
103,ka.activemodel.errors.models.message.attributes.message.blank,Please provide a Message,შეტყობილების ველი არ უნდა იყოს ცარიელი
104,ka.mailer.closing,"Sincerely,","პატივისცემით,"
105,ka.mailer.signature,feradi.info,feradi.info
106,ka.mailer.unsubscribe,Click here to unsubscribe,გამოწერის გაუქმება
107,ka.mailer.notification.new_user.subject,Welcome to feradi.info!,კეთილი იყოს თქვენი მობრძანება feradi.info-ზე!
108,ka.mailer.notification.new_user.message,Thank you for becoming a member of feradi.info and contributing to colorful news.  You can manage when you would like to receive emails from feradi.info by clicking on the following link.,მადლობას გიხდით feradi.info-ზე გაწევრიანებისთვის. ამით თქვენ ეხმარებით ახალი ფერადი ამბების შექმნას. თქვენ შეგიძლიათ მართოთ feradi.info-სგან მიღებული ელექტრონული წერილები შემდეგი ბმულის საშუალებით.
109,ka.mailer.notification.new_visualization.subject,A new visualization has been added to feradi.info!,feradi.info-ს ახალი ვიზუალიზაცია დაემატა!
110,ka.mailer.notification.new_visualization.message,A new visualization titled '%{title}' has been added.  This is the description of the visual:,ახალი ვიზუალიზაცია სახელად '%{title}' დაემატა. ვიზუალის აღწერა:
111,ka.mailer.notification.new_visualization_needs_promotion.subject,A new visualization has been added to feradi.info and needs review for promotion to the homepage,ახალი ვიზუალიზაცია დაემატა feradi.info-ს და სჭირდება განხილვა მთავარ გვერდზე დასაწინაურებლად
112,ka.mailer.notification.new_visualization_needs_promotion.message,A new visualization titled '%{title}' has been added.  This is the description of the visual:,ახალი ვიზუალიზაცია სახელად '%{title}' დაემატა. ვიზუალის აღწერა:
113,ka.mailer.notification.visualization_comment.subject,Someone has commented on your visualization '%{title}' on feradi.info,feradi.info-ზე თქვენ მიერ განთავსებულ ვიზუალიზაციაზე დატოვა '%{title}' დააკომენტარა.
114,ka.mailer.notification.visualization_comment.message,Please click on the link below to view the comment.,"გთხოვთ, კომენტარის სანახავად მიჰყვეთ შემდეგ ბმულს."
115,ka.mailer.notification.visualization_promoted.subject,Your visualization '%{title}' has been promoted to the front page on feradi.info!,თქვენი ვიზუალიზაცია '%{title}'  დაწინაურდა  feradi.info-ს მთავარ გვერდზე!
116,ka.mailer.notification.visualization_promoted.message,Congratulations!  feradi.info has promoted your visualization to the home page.,გილოცავთ! feradi.info-მ თქვენი ვიზუალიზაცია განათავსა მთავარ გვერდზე.
117,ka.mailer.notification.idea_claimed_owner.subject,%{organization} is interested in your idea!,%{organization} დაინტერესებულია თქვენი იდეით!
118,ka.mailer.notification.idea_claimed_owner.message,%{organization} has expressed interest in writing a story about your idea.  This is what they wrote:,%{organization} გამოეხმაურა თქვენს იდეას.  მათ დაწერეს:
119,ka.mailer.notification.idea_progress_update_owner.subject,%{organization} has updated their progress on your idea,%{organization} თქვენი იდეიის პროგრესი განახლებულია
120,ka.mailer.notification.idea_progress_update_owner.message,%{organization} has made a progress report on your idea.  This is what they wrote:,%{organization} თქვენს იდეაზე მოსაზრება განაახლეს.  მათ დაწერეს:
121,ka.mailer.notification.idea_realized_owner.subject,%{organization} has completed their work on your idea!,%{organization} თქვენს იდეაზე მუშაობა დაასრულეს!
122,ka.mailer.notification.idea_realized_owner.message,%{organization} has published a story about your idea.  This is what they wrote:,%{organization} თქვენი იდეის შესახებ სიახლე გამოაქვეყნეს. მათ დაწერეს:
123,ka.mailer.notification.idea_comment_owner.subject,Someone has commented on your idea,კომენტარი თქვენს იდეაზე
124,ka.mailer.notification.idea_comment_owner.message,Please click on the link below to view the comment.,კომენტარის სანახავად მიყევით ბმულს.
125,ka.mailer.notification.new_idea_subscriber.subject,A new idea has been submitted,დამატებულია ახალია იდეა
126,ka.mailer.notification.new_idea_subscriber.message,This is the new idea:,ახალი იდეა:
127,ka.mailer.notification.idea_claimed_subscriber.subject,%{organization} is interested in an idea you care about,%{organization} ასევე დაინტერესებულია ამ იდეით
128,ka.mailer.notification.idea_claimed_subscriber.message,%{organization} has expressed interest in writing a story on an idea you care about.  This is what they wrote:,"%{organization} გამოეხმაურა იდეას, რომლითაც თქვენ ხართ დაინტერესებული. მათ დაწერეს:"
129,ka.mailer.notification.idea_progress_update_subscriber.subject,%{organization} has updated their progress on an idea you care about,"%{organization} განაახლა პროგრესი იდეაზე, რომლითაც თქვენ ხართ დაინტერესებული. "
130,ka.mailer.notification.idea_progress_update_subscriber.message,%{organization} has made a progress report on an idea you care about.  This is what they wrote:,%{organization} განაახლა გამოხმაურება  იდეაზე რომლითაც თქვენ ხართ დაინტერესებული. მათ დაწერეს:
131,ka.mailer.notification.idea_realized_subscriber.subject,%{organization} has completed their work on an idea you care about!,%{organization} დაასრულა მუშაობა იდეაზე რომლითაც თქვენ ხართ დაინტერესებული!
132,ka.mailer.notification.idea_realized_subscriber.message,%{organization} has published a story about an idea you care about.  This is what they wrote:,"%{organization}გამოაქვეყნა სიახლე იდეაზე, რომლითაც თქვენ ხართ დაინტერესებული. მათ დაწერეს:"
133,ka.mailer.notification.idea_comment_subscriber.subject,Someone has commented on an idea you care about,კომენტარი იდეაზე რომლითაც თქვენ ხართ დაინტერესებული.
134,ka.mailer.notification.idea_comment_subscriber.message,Please click on the link below to view the comment.,ლინკის სანახავად მიყევით ბმულს.
135,ka.mailer.contact.contact_form.subject,feradi.info Contact Form,feradi.info დაგვიკავშირდი
136,ka.mailer.contact.submit_visual.subject,feradi.info Submit Visual Form,feradi.info ვიზუალური ფორმის წარდგენა
137,ka.mailer.contact.send_data.subject,feradi.info Send Data Form,feradi.info მონაცემთა ფორმის გაგზავნა
138,ka.helpers.actions,Actions,აირჩიეთ
139,ka.helpers.links.admin,Admin Section,ადმინისტრატორის განყოფილება
140,ka.helpers.links.edit,Edit,შეცვლა
141,ka.helpers.links.confirm,Are you sure?,დარწმუნებული ხართ?
142,ka.helpers.links.destroy,Delete,წაშლა
143,ka.helpers.links.new,New,ახალი
144,ka.helpers.links.back,View All,იხილეთ სრულად
145,ka.helpers.links.list,View All,იხილეთ სრულად
146,ka.helpers.links.cancel,Cancel,გაუქმება
147,ka.helpers.links.reset,Reset,საწყის კონფიგურაციაზე დაბრუნება
148,ka.helpers.links.sign_in2,Sign In,სისტემაში შესვლა
149,ka.helpers.links.sign_in,Already have an account?,უკვე გაქვთ ანგარიში?
150,ka.helpers.links.sign_up2,Sign Up,რეგისტრაცია
151,ka.helpers.links.sign_up,Don't have an account yet?,არ გაქვთ ანგარიში ჯერ?
152,ka.helpers.links.sign_out,Sign Out,გასვლა
153,ka.helpers.links.website,View Website,ვებ-გვერდის ნახვა
154,ka.helpers.links.forgot_password,Forgot Password?,დაგავიწყდათ პაროლი?
155,ka.helpers.links.password_reset,Send Password Reset Instructions,პაროლის აღდგენის ინსტრუქციის გაგზავნა
156,ka.helpers.links.sign_in_provider,Sign in with %{provider},სისტემაში შესვლა %{provider}
157,ka.helpers.links.download,Download,ჩამოტვირთვა
158,ka.helpers.links.existing_file,View Existing File,არსებული ფაილის ნახვა
159,ka.helpers.links.more,Show More,ვრცლად
160,ka.helpers.links.org_profile,%{org} - Profile,%{org} - გვერდი
161,ka.helpers.links.edit_org,%{org} - Edit,%{org} - რედაქტირება
162,ka.helpers.links.new_visual,%{org} - Add Visualization,%{org} - ატვირთეთ ვიზუალი
163,ka.helpers.links.post_idea,Post Idea,იდეის გამოქვეყნება
164,ka.helpers.links.report_inappropriate,Report Inappropriate Idea,დაარეპორტე შეუსაბამო იდეა
165,ka.helpers.links.follow_idea,Follow,მიყევი
166,ka.helpers.links.unfollow_idea,Unfollow,აღარ მიყვე
167,ka.helpers.links.promote,Promote to Homepage,მთავარ გვერდზე დაწინაურება
168,ka.helpers.links.unpromote,Remove from Homepage,მთავარი გვერდიდან წაშლა
169,ka.helpers.titles.new,New %{model},ახალი %{model}
170,ka.helpers.titles.edit,Edit %{model},შეცვლა %{model}
171,ka.visualization_types.infographic,Infographic,ინფოგრაფიკა
172,ka.visualization_types.interactive,Interactive,ინტერაქტივი
173,ka.visualization_types.fact,Fact,ფაქტი
174,ka.filters.category_default,all,qkhvela
175,ka.filters.visuals.type.header,Type,ტიპი
176,ka.filters.visuals.type.all,All,ყველა
177,ka.filters.visuals.type.infographic,Infographic,ინფოგრაფიკა
178,ka.filters.visuals.type.interactive,Interactive,ინტერაქტივი
179,ka.filters.visuals.type.fact,Fact,ფაქტი
180,ka.filters.visuals.type.not_published,Not Published,გამოუქვეყნებელი
181,ka.filters.visuals.type.not_promoted,Not Promoted,არ დაწინაურდა
182,ka.filters.visuals.view.header,Layout,განლაგება
183,ka.filters.visuals.view.grid,Grid,ბადე
184,ka.filters.visuals.view.list,List,სია
185,ka.filters.visuals.organize.header,Sort,დახარისხება
186,ka.filters.visuals.organize.recent,Recent,ბოლო
187,ka.filters.visuals.organize.likes,Likes,მოწონება
188,ka.filters.visuals.organize.views,Views,ნახვა
189,ka.filters.ideas.view.header,Layout,განლაგება
190,ka.filters.ideas.view.grid,Grid,ბადე
191,ka.filters.ideas.view.list,List,სია
192,ka.filters.ideas.organize.header,Sort,დახარისხება
193,ka.filters.ideas.organize.recent,Recent,ბოლო
194,ka.filters.ideas.organize.likes,Likes,მოწონება
195,ka.filters.ideas.organize.views,Views,ნახვა
196,ka.filters.ideas.filter.header,Filter,გაფილტვრა
197,ka.filters.ideas.filter.all,All,ყველა
198,ka.filters.ideas.filter.not_selected,Not Being Worked On,არ დაწყებულა მუშაობა
199,ka.filters.ideas.filter.in_progress,In Progress,მიმდინარეობს
200,ka.filters.ideas.filter.completed,Completed,განხორციელებული
201,ka.app.language.en,English,English
202,ka.app.language.ka,ქართული,ქართული
203,ka.app.buttons.back,Back,უკან
204,ka.app.buttons.list,View All,იხილეთ სრულად
205,ka.app.buttons.admin,Admin Section,ადმინისტრატორის განყოფილება
206,ka.app.buttons.delete,Delete,წაშლა
207,ka.app.buttons.edit,Edit,შეცვლა
208,ka.app.buttons.show,Show,ჩვენება
209,ka.app.buttons.cancel,Cancel,გაუქმება
210,ka.app.buttons.update,Update,განახლება
211,ka.app.buttons.save,Save,შენახვა
212,ka.app.buttons.create,Create,შექმნა
213,ka.app.buttons.reset,Reset,საწყის კონფიგურაციაზე დაბრუნება
214,ka.app.buttons.remove,Remove,მოშორება
215,ka.app.buttons.confirm,Are you sure?,დარწმუნებული ხართ?
216,ka.app.buttons.new,New,ახალი
217,ka.app.common.app_name,feradi.info,feradi.info
218,ka.app.common.placeholder,placeholder,placeholder
219,ka.app.common.comments,Comments,კომენტარები
220,ka.app.common.comments_noun,Comments,კომენტარი
221,ka.app.common.likes,Likes,მოწონება
222,ka.app.common.like,like,მომწონს
223,ka.app.common.unlike,unlike,აღარ მომწონს
224,ka.app.common.share,Share,გააზიარეთ
225,ka.app.common.not_published,Not Published,გამოუქვეყნებელი
226,ka.app.common.category,Category,კატეგორია
227,ka.app.common.author,Author,ავტორები
228,ka.app.common.rating,Rating,შეფასება
229,ka.app.common.rate_it,Rate It!,შეაფასე!
230,ka.app.common.top_ideas,Top Ideas,ტოპ იდეები
231,ka.app.common.new_ideas,New Ideas,ახალი იდეები
232,ka.app.common.in_progress,In Progress,მიმდინარეობს
233,ka.app.common.realized,Realized Ideas,განხორციელებული იდეები
234,ka.app.common.post_idea,Post Your Idea,გამოაქვეყნე შენი იდეა
235,ka.app.common.search,Search,ძიება
236,ka.app.common.follow_idea,You will now be sent email notifications when updates occur to this idea.,თქვენ მიიღებთ ელექტრონულ შეტყობინებას  იდეისთან დაკავშირებით სიახლეებზე.
237,ka.app.common.follow_idea_bad,The idea could not be found to follow.,იდეა ვერ მოიძებნა
238,ka.app.common.unfollow_idea,You will no longer be sent email notifications when updates occur to this idea.,თქვენ არ მიიღებთ ელექტრონულ შეტყობინებებს სიახლეებზე.
239,ka.app.common.unfollow_idea_bad,The idea could not be found to unfollow.,იდეა ვერ მოიძებნა.
240,ka.app.common.is_private,NOT PUBLIC,არასაჯარო
241,ka.app.common.last_update,Last Update,ბოლო განახლება
242,ka.app.common.is_public_explanation,Idea is public and anyone can see it. Uncheck the box if you want only people from your organization to see it.,"იდეა საჯაროა და მისი ნახვა ყველას შეუძლია. გააუქმეთ მონიშვნა, თუ გსურთ, რომ მას მხოლოდ თქვენი ორგანიზაციის წევრები ხედავდნენ."
243,ka.app.common.article_169,Say No To Article 169. Support Freedom of Expression.,უთხარი “არა” 169-ე მუხლს! მხარი დაუჭირე გამოხატვის თავისუფლებას!
244,ka.app.msgs.does_not_exist,You tried to access a page that does not exist.,"თქვენ ცდილობთ იხილოთ გვერდი, რომელიც არ არსებობს."
245,ka.app.msgs.not_authorized,You are not authorized to view that page.,თქვენ არ გაქვთ უფლება იხილოთ ეს გვერდი.
246,ka.app.msgs.permalink_exists,already exists in the database,უკვე არსებობს მონაცემთა ბაზაში
247,ka.app.msgs.success_created,%{obj} was successfully created.,%{obj} შექმნილია.
248,ka.app.msgs.success_updated,%{obj} was successfully updated.,%{obj} განახლებულია.
249,ka.app.msgs.success_deleted,%{obj} was successfully deleted.,%{obj} წარმატებით წაიშალა.
250,ka.app.msgs.notification_yes,You will be sent notifications.,თქვენ მიიღებთ შეტყობინებებს.
251,ka.app.msgs.notification_no,You will not be sent notifications.,თქვენ არ მიიღებთ შეტყობინებებს.
252,ka.app.msgs.notification_new_visual_all_success,You will recieve a notification whenever a visualization is added.,თქვენ მიიღებთ ვიზუალიზაციის დამატების შეტყობინებას
253,ka.app.msgs.notification_new_visual_none_success,You will not receive any notifications when visualizations are added.,თქვენ არ მიიღებთ ვიზუალიზაციის დამატების შეტყობინებას
254,ka.app.msgs.notification_new_visual_by_category_success,You will receive a notification when a visualization is added to these categories: %{categories}.,თქვენ მიიღებთ  ვიზუალიზაციის შემდეგ კატეგორიებში დამატების შეტყობინებას:%{categories}.
255,ka.app.msgs.notification_new_idea_all_success,You will recieve a notification whenever an idea is added.,თქვენ მიიღებთ შეტყობინებას ყოველი  ახალ იდეის გამოქვეყნების შემდეგ.
256,ka.app.msgs.notification_new_idea_none_success,You will not receive any notifications when ideas are added.,თქვენ არ მიიღებთ შეტყობინებას ყოველი  ახალ იდეის გამოქვეყნების შემდეგ .
257,ka.app.msgs.notification_new_idea_by_category_success,You will receive a notification when an idea is added to these categories: %{categories}.,თქვენ მიიღებთ შეტყობინებას შემდეგი კატეგორიების ამორჩევის შემთხვევაში: %{categories}.
258,ka.app.msgs.notification_visual_comments_yes,You will be sent notifications when a comment is made on %{org} visualizations.,თქვენ მიიღებთ შეტყობინებას თქვენ მიერ განთავსებული ვიზუალიზაციაზე კომენტარის დამატების შესახებ %{org}
259,ka.app.msgs.notification_visual_comments_no,You will not be sent notifications when a comment is made on %{org} visualizations.,თქვენ არ მიიღებთ შეტყობინებას თქვენ მიერ განთავსებული ვიზუალიზაციაზე კომენტარის დამატების შესახებ %{org}.
260,ka.app.msgs.notification_language,You will be sent notifications in %{language}.,თქვენ მიიღებთ შეტყობინებას %{language}.
261,ka.app.msgs.no_visual_records,No visualization records match your selection.,თქვენი მოთხოვნის შესაბამისი ვიზუალიზაცია არ მოიძებნა.
262,ka.app.msgs.no_idea_records,No ideas match your selection.,თქვენი მოთხოვნის შესაბამისი იდეა არ მოიძებნა.
263,ka.app.msgs.visual_promoted,The visualization has been promoted to the home page.,ვიზუალიზაცია დაწინაურდა მთავარ გვერდზე.
264,ka.app.msgs.visual_unpromoted,The visualization will no longer appear on the home page.,ვიზუალიზაცია აღარ გამოჩნდება მთავარ გვერდზე.
265,ka.layouts.application.menu_visual,Visualizations,ვიზუალიზაციები
266,ka.layouts.application.menu_data,Send Data,მონაცემების გაგზავნა
267,ka.layouts.application.menu_idea,Ideas,იდეები
268,ka.layouts.application.menu_submit_visual,Submit Visual,ვიზუალის გაგზავნა
269,ka.layouts.application.menu_about,About,ჩვენ შესახებ
270,ka.layouts.application.menu_contact,Contact,დაგვიკავშირდი
271,ka.layouts.application.admin,Admin,ადმინისტრატორი
272,ka.layouts.application.user_profile,Your Profile,შენი გვერდი
273,ka.layouts.application.notifications,Notifications,შეტყობინებები
274,ka.layouts.application.facebook,Facebook,Facebook
275,ka.layouts.application.twitter,Twitter,Twitter
276,ka.layouts.application.rss,RSS,RSS
277,ka.layouts.application.pinterest,Pinterest,Pinterest
278,ka.layouts.application.subscription,Email Subscription,ელ.ფოსტის გამოწერა
279,ka.layouts.application.sign_out,Sign Out,გასვლა
280,ka.layouts.application.terms,Terms of Service,მომსახურების პირობები
281,ka.layouts.application.js_link_title,Visit JumpStart Georgia's website,ეწვიეთ ჯამპსტარტ ჯორჯიას ვებ-გვერდს
282,ka.layouts.application.js_link_text,Built by,აგებულია
283,ka.layouts.interactive.go_back,go back,უკან დაბრუნება
284,ka.layouts.unsupported_browser.title,Unsupported Browser,არასათანადო ბრაუზერი
285,ka.layouts.unsupported_browser.p1,We are sorry to report that your browser is out of date and will not properly render the content from this website.,სამწუხაროდ თქვენი ინტერნეტ ბრაუზერის მოხმარების ვადა გასულია და ვერ მოხდება ვებ-გვერდთან სრულად დაკავშირება.
286,ka.layouts.unsupported_browser.p2,"On the bright side, there are several free browsers that you can download that are compatible with this site.",არსებობს რამდენიმე უფასო ბრაუზერი რომელის გადმოწერის შემდეგ შეძლებთ ვებ-გვერდით სარგებლობას.
287,ka.layouts.unsupported_browser.chrome,Chrome,Chrome
288,ka.layouts.unsupported_browser.firefox,Firefox,Firefox
289,ka.layouts.unsupported_browser.ie,Internet Explorer (Windows only),Internet Explorer (მხოლოდ Windows-ზე)
290,ka.layouts.unsupported_browser.opera,Opera,Opera
291,ka.layouts.unsupported_browser.Safari,Safari,Safari
292,ka.layouts.unsupported_browser.admin,Admin,ადმინისტრატორი
293,ka.layouts.unsupported_browser.sign_out,Sign Out,გასვლა
294,ka.layouts.unsupported_browser.terms,Terms of Service,მომსახურების პირობები
295,ka.layouts.unsupported_browser.js_link_title,Visit JumpStart Georgia's website,ეწვიეთ ჯამპსტარტ ჯორჯიას ვებ-გვერდს
296,ka.layouts.unsupported_browser.js_link_text,Built by,აგებულია
297,ka.admin.index.title,Administration Section,ადმინისტრატორის განყოფილება
298,ka.admin.index.categories,Categories,კატეგორიები
299,ka.admin.index.organizations,Organizations,ორგანიზაციები
300,ka.admin.index.visualizations,Visualizations,ვიზუალიზაციები
301,ka.admin.index.users,Users,მომხმარებლები
302,ka.admin.index.pages,Pages,გვერდები
303,ka.admin.index.idea_statuses,Idea Status,იდეის სტატუსი
304,ka.admin.users.edit.title,Editing User,ცვლილებების შეტანა მომხმარებლის გვერდზე
305,ka.admin.users.index.title,Users,მომხმარებლები
306,ka.admin.users.new.title,New User,ახალი მომხმარებელი
307,ka.admin.users.show.title,User Details,მომხმარებლის დეტალები
